rpttime,hmc,server,lpar,metric,value
27-02-18 8:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
27-02-18 8:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
27-02-18 8:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 9:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 9:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 9:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 9:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
27-02-18 9:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3999939
27-02-18 9:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
27-02-18 9:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
27-02-18 9:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 9:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
27-02-18 9:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 9:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
27-02-18 9:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
27-02-18 10:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 10:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 10:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
27-02-18 10:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 10:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3000031
27-02-18 10:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3000031
27-02-18 10:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 10:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
27-02-18 10:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.1999969
27-02-18 10:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 10:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
27-02-18 10:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
27-02-18 11:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 11:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
27-02-18 11:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 11:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
27-02-18 11:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3999939
27-02-18 11:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 11:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
27-02-18 11:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
27-02-18 11:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
27-02-18 11:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
27-02-18 11:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
27-02-18 11:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 12:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 12:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 12:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 12:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 12:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 12:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 12:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 12:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 12:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 12:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 12:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 12:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 1:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 1:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 1:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 1:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 1:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 1:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 1:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 1:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 1:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 1:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 1:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 1:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 2:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 2:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 2:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 2:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 2:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3999939
28-02-18 2:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 2:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
28-02-18 2:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 2:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 2:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 2:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 2:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 3:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 3:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 3:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 3:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
28-02-18 3:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
28-02-18 3:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 3:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 3:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 3:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 3:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 3:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 3:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 4:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 4:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 4:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 4:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.3000031
28-02-18 4:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 4:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 4:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 4:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 4:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 4:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 4:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 4:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
28-02-18 5:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 5:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 5:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 5:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 5:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,151.8000031
28-02-18 5:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,151.8999939
28-02-18 5:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3999939
28-02-18 5:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 5:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 5:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
28-02-18 5:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 5:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 6:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 6:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 6:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6999969
28-02-18 6:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 6:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.3000031
28-02-18 6:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 6:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
28-02-18 6:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.5
28-02-18 6:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 6:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153
28-02-18 6:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1000061
28-02-18 6:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,153.1999969
28-02-18 7:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8000031
28-02-18 7:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 7:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.8999939
28-02-18 7:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,152.6000061
28-02-18 7:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 7:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 8:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 9:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 10:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 11:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:00,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:05,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:10,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:15,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:20,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:25,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:30,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:35,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:40,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:45,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:50,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
28-02-18 12:55,10.92.215.18,V01SAIXVPVMU1A,a01stsmlc04a,ENT_CPU,0
